                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 6.4386,                 72.417,                 3.8895,                      0,                      0,                      0,                      0,                 1.9978,                  94.25,                 1.1915,             0.00040799,             0.00040799,             0.00040799
                      2,                 5.1309,                 15.645,                 2.7809,                      0,                      0,                      0,                      0,                 2.4845,                 91.312,                 1.4477,             0.00081649,             0.00081649,             0.00081649
                      3,                 3.9919,                 4.1493,                 1.6858,                0.00135,                 0.0116,                0.00109,                0.00041,                 4.7636,                 4.7723,                 1.6727,              0.0012167,              0.0012167,              0.0012167
                      4,                 3.5246,                 3.2681,                  1.432,                0.00221,                0.00843,                  0.002,                0.00045,                  4.673,                 4.9215,                 1.6129,              0.0012129,              0.0012129,              0.0012129
                      5,                   3.32,                 3.0343,                 1.3422,                 0.0068,                0.05588,                0.00719,                0.00145,                  4.058,                 3.3088,                 1.4164,              0.0012005,              0.0012005,              0.0012005
                      6,                  3.158,                 2.8691,                  1.275,                0.37179,                0.05061,                0.01594,                0.00437,                 3.6517,                 2.6232,                 1.2681,              0.0011881,              0.0011881,              0.0011881
                      7,                 3.0595,                 2.7096,                 1.2439,                0.02261,                0.16448,                 0.0202,                0.00588,                 3.7061,                 2.6243,                  1.334,              0.0011757,              0.0011757,              0.0011757
                      8,                  3.011,                 2.6271,                 1.2157,                0.37899,                0.04942,                0.02667,                 0.0073,                 3.3502,                 2.5051,                 1.1886,              0.0011634,              0.0011634,              0.0011634
                      9,                 2.9182,                 2.5402,                 1.2031,                0.00288,                0.01547,                0.00202,                0.00055,                 3.9434,                 3.7386,                 1.4392,               0.001151,               0.001151,               0.001151
                     10,                 2.8567,                 2.4604,                 1.2002,                0.37931,                0.05023,                 0.0256,                0.00707,                 3.4818,                 2.4517,                 1.2645,              0.0011386,              0.0011386,              0.0011386
                     11,                  2.852,                 2.4307,                 1.1815,                0.01754,                0.11842,                0.01436,                0.00384,                  3.551,                 3.0075,                 1.2394,              0.0011263,              0.0011263,              0.0011263
                     12,                 2.8168,                 2.4265,                 1.1862,                0.39876,                0.07059,                0.04033,                0.01002,                  3.215,                 2.3606,                 1.1679,              0.0011139,              0.0011139,              0.0011139
                     13,                 2.7689,                  2.351,                 1.1737,                0.38877,                0.06589,                0.04282,                0.01213,                  3.225,                 2.4569,                 1.1503,              0.0011015,              0.0011015,              0.0011015
                     14,                 2.7205,                  2.317,                 1.1623,                0.01873,                 0.1909,                0.03057,                0.00744,                 3.3257,                 3.0534,                    1.2,              0.0010891,              0.0010891,              0.0010891
                     15,                 2.7504,                  2.296,                 1.1579,                0.38629,                0.08236,                0.05769,                0.02086,                 3.1453,                 2.3527,                  1.158,              0.0010768,              0.0010768,              0.0010768
                     16,                 2.7425,                 2.2482,                 1.1584,                 0.0463,                0.00242,                0.02335,                0.00747,                 3.8197,                  8.434,                 1.3772,              0.0010644,              0.0010644,              0.0010644
                     17,                 2.7168,                 2.2477,                 1.1571,                0.40102,                0.07843,                0.03978,                0.01262,                  3.228,                 2.3108,                 1.1957,               0.001052,               0.001052,               0.001052
                     18,                 2.6986,                 2.2396,                 1.1425,                0.40083,                0.08333,                 0.0524,                0.01588,                 3.0616,                 2.3079,                  1.144,              0.0010396,              0.0010396,              0.0010396
