                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  5.627,                 76.816,                 3.3608,                      0,                      0,                      0,                      0,                 2.9216,                  67.25,                 1.7027,              0.0004065,              0.0004065,              0.0004065
                      2,                 4.9357,                 12.374,                 2.6867,                      0,                      0,                      0,                      0,                 3.4306,                 14.422,                 2.2042,             0.00082045,             0.00082045,             0.00082045
                      3,                 3.9374,                 4.1649,                 1.6832,                 0.0009,                0.00694,                0.00059,                0.00019,                 4.5659,                  3.954,                 1.6906,              0.0012317,              0.0012317,              0.0012317
                      4,                 3.5323,                 3.2835,                 1.4211,                 0.0009,                0.00694,                0.00059,                0.00019,                0.19189,                 12.422,                0.41353,              0.0012376,              0.0012376,              0.0012376
                      5,                 3.2356,                  2.929,                 1.3355,                0.00066,                0.00214,                0.00095,                0.00015,                 4.5547,                 5.3067,                 1.8375,              0.0012335,              0.0012335,              0.0012335
                      6,                 3.1383,                 2.7746,                 1.2689,                0.01098,                0.12605,                 0.0145,                0.00365,                  3.516,                 2.7457,                 1.2781,              0.0012294,              0.0012294,              0.0012294
                      7,                 3.0127,                 2.6564,                 1.2611,                0.00435,                0.02871,                0.00515,                0.00153,                 3.4827,                 3.6764,                 1.4112,              0.0012252,              0.0012252,              0.0012252
                      8,                 2.9377,                 2.5638,                 1.2226,                0.58439,                0.05275,                0.02808,                0.00656,                 3.3724,                 2.3937,                 1.2336,              0.0012211,              0.0012211,              0.0012211
                      9,                 2.9025,                 2.4971,                 1.1974,                0.01231,                0.10592,                0.01873,                0.00496,                 3.5142,                 3.1022,                  1.296,               0.001217,               0.001217,               0.001217
                     10,                 2.8657,                 2.4671,                 1.1873,                0.30061,                0.06711,                0.03339,                0.00865,                 3.2051,                 2.2953,                 1.1886,              0.0012129,              0.0012129,              0.0012129
                     11,                 2.7651,                   2.36,                 1.1851,                 0.3191,                0.05629,                  0.037,                 0.0098,                 3.2015,                 2.2244,                  1.195,              0.0012087,              0.0012087,              0.0012087
                     12,                 2.7452,                 2.3714,                 1.1723,                 0.3271,                 0.0668,                0.04001,                0.00985,                 3.1816,                 2.2148,                 1.1499,              0.0012046,              0.0012046,              0.0012046
                     13,                 2.7793,                 2.3388,                 1.1595,                0.01629,                0.12118,                0.02169,                0.00543,                 3.2768,                 2.8413,                 1.1981,              0.0012005,              0.0012005,              0.0012005
                     14,                 2.7212,                 2.2444,                 1.1603,                  0.316,                0.08266,                0.04434,                0.01129,                 3.1642,                 2.1575,                 1.1629,              0.0011964,              0.0011964,              0.0011964
                     15,                 2.6917,                 2.2047,                 1.1605,                0.30094,                0.07212,                0.04395,                0.01164,                 3.1027,                  2.162,                 1.1272,              0.0011922,              0.0011922,              0.0011922
                     16,                 2.6778,                 2.1562,                 1.1487,                0.32832,                0.08069,                0.06501,                0.01601,                 2.9933,                 2.0477,                 1.1336,              0.0011881,              0.0011881,              0.0011881
                     17,                 2.6509,                 2.1096,                 1.1465,                0.00274,                0.01766,                0.00387,                0.00136,                 3.9685,                 3.9537,                 1.4622,               0.001184,               0.001184,               0.001184
                     18,                 2.7044,                 2.1668,                 1.1382,                0.32352,                0.08747,                0.04598,                0.01326,                  2.959,                 2.0495,                 1.1074,              0.0011799,              0.0011799,              0.0011799
                     19,                 2.6359,                  2.121,                 1.1379,                0.33479,                0.09031,                0.05666,                0.01558,                 3.0252,                 2.0391,                 1.1249,              0.0011757,              0.0011757,              0.0011757
                     20,                 2.6308,                 2.0634,                 1.1307,                0.32906,                0.08784,                0.04946,                 0.0141,                 2.9644,                 2.0567,                 1.1252,              0.0011716,              0.0011716,              0.0011716
                     21,                 2.6091,                 2.0781,                 1.1331,                0.31581,                0.09705,                0.05839,                 0.0161,                 3.0096,                 1.9962,                 1.1103,              0.0011675,              0.0011675,              0.0011675
                     22,                  2.585,                 2.0473,                 1.1204,                0.01952,                 0.0884,                0.01952,                0.00539,                 3.2851,                 3.0958,                 1.1715,              0.0011634,              0.0011634,              0.0011634
                     23,                 2.5648,                 2.0031,                 1.1115,                0.31536,                0.09869,                0.05071,                0.01375,                 3.0442,                 2.1483,                 1.1321,              0.0011593,              0.0011593,              0.0011593
                     24,                 2.5398,                  2.014,                 1.1286,                0.32078,                0.11183,                0.04039,                0.01201,                 2.9947,                 2.7335,                  1.147,              0.0011551,              0.0011551,              0.0011551
                     25,                 2.5131,                  1.957,                 1.1069,                0.30851,                0.07662,                0.04039,                0.01195,                 2.9795,                 2.9812,                 1.1474,               0.001151,               0.001151,               0.001151
                     26,                 2.5114,                 1.9439,                 1.1026,                0.34528,                0.11047,                0.06199,                0.01631,                 2.9778,                 2.0457,                 1.1284,              0.0011469,              0.0011469,              0.0011469
                     27,                 2.5143,                 1.9567,                 1.1084,                0.32829,                0.06907,                0.05487,                 0.0157,                 3.0055,                 2.3248,                 1.1168,              0.0011428,              0.0011428,              0.0011428
                     28,                 2.4914,                 1.9068,                 1.1035,                0.31429,                0.04524,                0.02949,                0.00827,                 3.0979,                 2.7233,                 1.1687,              0.0011386,              0.0011386,              0.0011386
                     29,                 2.5242,                 1.9132,                 1.1136,                0.35943,                0.10425,                0.07651,                0.02307,                 2.8807,                  1.889,                 1.0991,              0.0011345,              0.0011345,              0.0011345
                     30,                   2.52,                 1.8841,                 1.1013,                0.35132,                0.11989,                0.07775,                0.02151,                 2.8877,                 1.8377,                 1.0956,              0.0011304,              0.0011304,              0.0011304
                     31,                 2.5363,                 1.8755,                 1.0968,                0.04847,                0.01015,                0.02908,                0.01113,                 3.6155,                 4.3158,                   1.34,              0.0011263,              0.0011263,              0.0011263
                     32,                 2.4925,                 1.8363,                 1.1025,                0.34654,                0.09605,                0.05812,                0.01612,                 2.9399,                  2.014,                 1.1013,              0.0011221,              0.0011221,              0.0011221
                     33,                 2.4751,                  1.868,                 1.1001,                0.33804,                0.15611,                0.08781,                0.02372,                 2.7912,                 1.8693,                 1.0774,               0.001118,               0.001118,               0.001118
                     34,                  2.459,                 1.8069,                 1.0888,                0.04245,                0.06082,                0.02665,                0.00867,                 3.4514,                 3.9542,                 1.2744,              0.0011139,              0.0011139,              0.0011139
                     35,                 2.5065,                 1.8126,                 1.0922,                0.02809,                0.33747,                0.04425,                0.01085,                 3.1936,                 2.6867,                 1.2102,              0.0011098,              0.0011098,              0.0011098
                     36,                 2.4421,                 1.7865,                 1.0914,                 0.3699,                0.09979,                0.09772,                0.02587,                 2.8171,                 2.0403,                 1.1038,              0.0011056,              0.0011056,              0.0011056
                     37,                 2.4652,                 1.7856,                 1.0874,                0.41189,                0.11081,                0.08019,                0.02347,                 2.9146,                 1.8513,                 1.0902,              0.0011015,              0.0011015,              0.0011015
                     38,                 2.4705,                 1.7988,                 1.0923,                0.33124,                0.10473,                0.06263,                0.01847,                  2.968,                 1.8813,                 1.0969,              0.0010974,              0.0010974,              0.0010974
                     39,                 2.4677,                 1.7909,                  1.096,                0.83578,                0.08654,                0.08604,                0.02389,                 2.8382,                 1.9027,                 1.0922,              0.0010933,              0.0010933,              0.0010933
                     40,                 2.4865,                 1.7839,                 1.0972,                0.35514,                0.14295,                0.08069,                0.02341,                 2.8129,                 1.9493,                 1.1002,              0.0010891,              0.0010891,              0.0010891
                     41,                 2.4867,                 1.8124,                 1.1075,                0.00838,                0.00411,                0.00541,                0.00142,                 4.4561,                 9.9577,                 1.8101,               0.001085,               0.001085,               0.001085
                     42,                 2.4655,                 1.7939,                 1.0847,                0.36087,                0.08843,                0.07584,                0.02292,                 2.9775,                 2.2424,                 1.1505,              0.0010809,              0.0010809,              0.0010809
                     43,                 2.4596,                   1.74,                 1.0928,                0.32576,                0.09615,                0.08159,                 0.0236,                 2.8651,                 1.7882,                 1.0793,              0.0010768,              0.0010768,              0.0010768
                     44,                 2.4271,                 1.7402,                 1.0897,                0.38514,                0.12813,                0.10294,                0.02877,                 2.7992,                 1.7735,                 1.0838,              0.0010726,              0.0010726,              0.0010726
                     45,                 2.4149,                 1.7283,                 1.0705,                0.34543,                 0.1274,                0.07871,                0.02119,                   2.88,                 1.8196,                 1.0806,              0.0010685,              0.0010685,              0.0010685
                     46,                 2.4232,                 1.7094,                 1.0772,                0.06748,                0.00891,                0.03546,                0.00885,                 3.5748,                 4.7215,                 1.3659,              0.0010644,              0.0010644,              0.0010644
                     47,                 2.4168,                 1.7004,                 1.0884,                0.36727,                 0.1295,                0.10293,                 0.0309,                 2.7799,                 1.7658,                 1.0814,              0.0010603,              0.0010603,              0.0010603
                     48,                 2.4432,                  1.696,                 1.0831,                0.43677,                0.11542,                0.11085,                0.02758,                 2.8757,                 1.7735,                 1.0826,              0.0010561,              0.0010561,              0.0010561
                     49,                 2.4009,                   1.66,                 1.0813,                0.36001,                0.09768,                0.09798,                 0.0294,                 2.9385,                 2.2324,                 1.1318,               0.001052,               0.001052,               0.001052
                     50,                 2.4674,                 1.7307,                 1.0697,                0.38473,                0.09107,                0.07807,                0.02379,                  3.005,                  2.227,                 1.1377,              0.0010479,              0.0010479,              0.0010479
                     51,                 2.4288,                 1.6927,                  1.065,                0.34276,                0.08252,                0.05853,                0.01941,                 2.9341,                 2.5431,                 1.1462,              0.0010438,              0.0010438,              0.0010438
                     52,                 2.4127,                 1.6664,                 1.0871,                0.36797,                0.12025,                0.10317,                0.03289,                  2.718,                 1.7601,                 1.0654,              0.0010396,              0.0010396,              0.0010396
                     53,                 2.3891,                 1.6656,                 1.0796,                0.02547,                0.04744,                0.01835,                 0.0063,                 3.4666,                 3.9863,                 1.3091,              0.0010355,              0.0010355,              0.0010355
                     54,                 2.4039,                 1.6541,                 1.0759,                0.61308,                 0.0913,                0.07147,                0.02122,                 2.8807,                 2.1349,                 1.1304,              0.0010314,              0.0010314,              0.0010314
                     55,                 2.4156,                 1.6751,                  1.085,                0.36381,                0.15883,                0.10298,                0.02844,                 2.7692,                  1.744,                 1.0737,              0.0010273,              0.0010273,              0.0010273
                     56,                 2.3866,                 1.6531,                 1.0689,                0.38372,                0.14576,                0.10392,                0.02862,                 2.7358,                 1.7338,                 1.0755,              0.0010231,              0.0010231,              0.0010231
                     57,                 2.3752,                 1.5877,                  1.076,                0.41587,                0.12734,                0.10293,                0.03178,                 2.7504,                 1.7073,                 1.0684,               0.001019,               0.001019,               0.001019
                     58,                 2.3631,                  1.642,                 1.0699,                0.33899,                0.14039,                0.10018,                0.02943,                 2.7533,                 1.7365,                 1.0756,              0.0010149,              0.0010149,              0.0010149
                     59,                 2.3747,                 1.6157,                 1.0573,                 0.3683,                0.12042,                0.10536,                0.03151,                 2.7484,                 1.7853,                 1.0746,              0.0010107,              0.0010107,              0.0010107
                     60,                 2.3694,                  1.618,                 1.0702,                0.04306,                0.00731,                0.02312,                0.00868,                 3.7185,                 4.9903,                 1.4173,              0.0010066,              0.0010066,              0.0010066
                     61,                 2.3908,                 1.6355,                 1.0782,                0.04306,                0.00731,                0.02312,                0.00868,                 3.7793,                 5.2384,                 1.4759,              0.0010025,              0.0010025,              0.0010025
                     62,                 2.3841,                 1.6395,                 1.0816,                0.36387,                0.24428,                0.07546,                0.02242,                 2.8632,                 2.1551,                 1.1009,             0.00099837,             0.00099837,             0.00099837
                     63,                 2.3764,                 1.6199,                 1.0708,                0.39554,                0.14451,                0.12162,                0.03716,                 2.6665,                 1.6938,                 1.0616,             0.00099425,             0.00099425,             0.00099425
                     64,                 2.3712,                 1.5982,                 1.0646,                0.36063,                 0.1484,                0.10368,                0.03052,                 2.7438,                 1.7011,                 1.0655,             0.00099013,             0.00099013,             0.00099013
                     65,                 2.3866,                  1.607,                 1.0742,                0.02047,                0.36813,                0.04793,                0.01125,                 3.3877,                 3.4029,                 1.3033,               0.000986,               0.000986,               0.000986
                     66,                 2.3493,                 1.6031,                 1.0597,                0.02047,                0.36813,                0.04793,                0.01125,                 4.0755,                 5.7103,                 1.5647,             0.00098187,             0.00098187,             0.00098187
                     67,                 2.3906,                 1.6036,                 1.0578,                0.38259,                0.15931,                0.11662,                0.03351,                 2.6927,                 1.6958,                 1.0705,             0.00097775,             0.00097775,             0.00097775
                     68,                 2.3409,                 1.5857,                 1.0577,                0.04026,                0.28516,                0.04644,                0.01594,                 3.0321,                 3.0318,                 1.1926,             0.00097362,             0.00097362,             0.00097362
                     69,                 2.3649,                 1.5962,                 1.0531,                  0.395,                0.13539,                0.11437,                0.03562,                 2.6838,                 1.6519,                 1.0677,              0.0009695,              0.0009695,              0.0009695
                     70,                 2.3713,                 1.5727,                 1.0535,                 0.3659,                0.14086,                0.11863,                0.03439,                 2.7005,                 1.7201,                 1.0623,             0.00096537,             0.00096537,             0.00096537
                     71,                   2.33,                  1.566,                 1.0566,                0.61783,                0.13257,                0.14958,                0.04179,                 2.7317,                 1.9449,                 1.0859,             0.00096125,             0.00096125,             0.00096125
                     72,                  2.324,                 1.5809,                 1.0574,                0.03524,                 0.0469,                0.02577,                0.01019,                 3.3019,                 4.1406,                   1.31,             0.00095712,             0.00095712,             0.00095712
                     73,                 2.3175,                 1.5679,                 1.0553,                0.37408,                0.14626,                0.11478,                 0.0359,                 2.7495,                   1.74,                 1.0925,               0.000953,               0.000953,               0.000953
                     74,                 2.3407,                 1.5468,                 1.0666,                0.36428,                0.17196,                 0.1074,                0.03269,                 2.7027,                 1.6981,                 1.0812,             0.00094887,             0.00094887,             0.00094887
                     75,                 2.3696,                 1.5723,                 1.0628,                0.35322,                0.15942,                0.11509,                0.03484,                 2.6973,                 1.7127,                 1.0654,             0.00094475,             0.00094475,             0.00094475
                     76,                 2.3208,                 1.5431,                   1.06,                0.37285,                0.10643,                0.06949,                0.02062,                 2.8852,                 2.0891,                 1.1421,             0.00094062,             0.00094062,             0.00094062
                     77,                 2.3206,                 1.5085,                 1.0523,                0.35606,                0.14643,                0.10951,                 0.0337,                 2.7455,                 1.6979,                 1.0716,              0.0009365,              0.0009365,              0.0009365
                     78,                 2.3396,                 1.5475,                 1.0601,                0.38397,                0.14232,                 0.1304,                0.03384,                 2.7017,                 1.6466,                 1.0691,             0.00093238,             0.00093238,             0.00093238
                     79,                 2.3168,                 1.5516,                 1.0447,                 0.3603,                0.14736,                0.10157,                0.02826,                 2.7787,                 1.6985,                  1.087,             0.00092825,             0.00092825,             0.00092825
                     80,                 2.3112,                  1.525,                 1.0613,                0.37603,                0.14773,                0.10689,                0.03313,                 2.7343,                  1.811,                 1.0827,             0.00092413,             0.00092413,             0.00092413
                     81,                 2.3025,                 1.4956,                 1.0694,                0.37309,                0.15354,                0.11167,                0.03285,                 2.6368,                  1.704,                 1.0584,                0.00092,                0.00092,                0.00092
                     82,                 2.3064,                 1.5251,                 1.0574,                0.64173,                0.14467,                0.10501,                0.03254,                 2.7515,                 1.8885,                  1.089,             0.00091588,             0.00091588,             0.00091588
                     83,                 2.2751,                 1.5015,                  1.051,                0.36034,                0.14966,                0.10533,                0.02795,                  2.801,                 1.7099,                 1.0687,             0.00091175,             0.00091175,             0.00091175
                     84,                 2.3081,                 1.5217,                 1.0435,                0.38563,                0.15891,                0.12553,                0.03661,                 2.6731,                 1.7539,                 1.0663,             0.00090763,             0.00090763,             0.00090763
                     85,                 2.2752,                 1.4866,                 1.0543,                 0.4146,                0.17083,                0.13478,                0.03891,                 2.6976,                 1.6894,                 1.0763,              0.0009035,              0.0009035,              0.0009035
                     86,                 2.3219,                 1.5114,                 1.0586,                0.34971,                0.10556,                0.05551,                0.01623,                 2.9628,                 2.9561,                 1.1403,             0.00089938,             0.00089938,             0.00089938
                     87,                 2.3117,                 1.5219,                 1.0606,                0.01744,                 0.0016,                0.00894,                0.00236,                 3.9184,                 5.1614,                 1.4193,             0.00089525,             0.00089525,             0.00089525
                     88,                 2.2778,                 1.4639,                 1.0551,                0.38978,                0.17343,                0.11486,                0.03307,                 2.7232,                 1.6745,                 1.0639,             0.00089112,             0.00089112,             0.00089112
                     89,                 2.2877,                 1.4773,                 1.0574,                0.40673,                0.17914,                0.13358,                0.03992,                 2.6294,                 1.6152,                 1.0479,               0.000887,               0.000887,               0.000887
                     90,                 2.2932,                 1.5009,                 1.0425,                0.04262,                0.25879,                0.04528,                0.01593,                 3.1149,                  3.326,                 1.1897,             0.00088288,             0.00088288,             0.00088288
                     91,                 2.3164,                 1.4913,                 1.0473,                0.04262,                0.25879,                0.04528,                0.01593,                 4.3343,                 5.4801,                 1.7087,             0.00087875,             0.00087875,             0.00087875
                     92,                 2.3528,                 1.5106,                 1.0639,                0.09091,                0.00214,                0.04664,                0.01405,                 3.7173,                 5.1315,                 1.4172,             0.00087462,             0.00087462,             0.00087462
                     93,                   2.27,                 1.4546,                 1.0482,                0.41703,                0.19365,                0.14379,                0.04614,                 2.5875,                 1.6122,                 1.0513,              0.0008705,              0.0008705,              0.0008705
                     94,                 2.4018,                 1.5601,                 1.0582,                0.35751,                0.15611,                0.10433,                0.02782,                 2.8086,                 1.7697,                 1.0737,             0.00086637,             0.00086637,             0.00086637
                     95,                 2.2834,                 1.5075,                 1.0516,                0.39191,                0.16091,                0.12143,                0.03809,                 2.6259,                 1.7418,                 1.0632,             0.00086225,             0.00086225,             0.00086225
                     96,                 2.2792,                 1.4568,                 1.0472,                0.37909,                0.17801,                0.11613,                0.03371,                 2.6471,                 1.6363,                 1.0555,             0.00085813,             0.00085813,             0.00085813
                     97,                  2.297,                 1.4749,                 1.0457,                0.38723,                0.16464,                0.13461,                0.04088,                 2.6936,                 1.6672,                 1.0694,               0.000854,               0.000854,               0.000854
                     98,                 2.2974,                 1.4766,                 1.0396,                0.11674,                 0.1576,                0.10187,                0.02922,                 2.7801,                 1.6915,                  1.068,             0.00084988,             0.00084988,             0.00084988
                     99,                 2.3074,                 1.4818,                 1.0522,                0.05048,                0.15005,                0.03905,                0.01387,                 2.9194,                 3.7071,                  1.164,             0.00084575,             0.00084575,             0.00084575
                    100,                 2.2887,                    1.5,                 1.0406,                 0.0609,                0.03886,                0.03501,                0.01065,                  3.274,                 4.4047,                 1.2277,             0.00084162,             0.00084162,             0.00084162
                    101,                 2.2667,                 1.4613,                 1.0401,                0.38941,                0.13915,                 0.1075,                0.03025,                 2.7248,                 1.6178,                  1.058,              0.0008375,              0.0008375,              0.0008375
                    102,                 2.2636,                 1.4197,                 1.0439,                0.05431,                0.20485,                 0.0423,                0.01235,                 3.1163,                 4.0108,                  1.158,             0.00083337,             0.00083337,             0.00083337
                    103,                 2.2334,                 1.4339,                 1.0399,                0.39944,                0.15456,                0.12388,                0.03783,                  2.762,                  1.865,                 1.0945,             0.00082925,             0.00082925,             0.00082925
                    104,                 2.2222,                 1.4172,                 1.0431,                0.68064,                0.15843,                0.16215,                0.04968,                 2.6255,                  1.609,                  1.042,             0.00082513,             0.00082513,             0.00082513
                    105,                 2.2628,                 1.4178,                  1.041,                0.39867,                0.18996,                0.14907,                0.04344,                 2.6199,                 1.6097,                 1.0489,               0.000821,               0.000821,               0.000821
                    106,                 2.2845,                 1.4536,                  1.041,                0.38776,                0.20731,                0.15645,                 0.0517,                 2.6216,                 1.5764,                 1.0391,             0.00081688,             0.00081688,             0.00081688
                    107,                 2.2703,                 1.4427,                 1.0352,                0.16199,                0.18321,                0.14029,                0.04054,                 2.6385,                 1.6264,                 1.0483,             0.00081275,             0.00081275,             0.00081275
                    108,                 2.2729,                 1.4373,                 1.0362,                0.24205,                0.12112,                0.10169,                0.02979,                 2.7963,                 2.2107,                 1.1066,             0.00080863,             0.00080863,             0.00080863
                    109,                 2.2606,                 1.4408,                 1.0496,                0.38581,                0.15788,                0.13865,                0.03947,                 2.7191,                 1.6231,                 1.0563,              0.0008045,              0.0008045,              0.0008045
                    110,                 2.2854,                 1.4216,                 1.0468,                0.63113,                 0.1748,                 0.1244,                0.03788,                 2.6827,                 1.6585,                  1.052,             0.00080038,             0.00080038,             0.00080038
                    111,                 2.2547,                  1.385,                 1.0405,                0.13539,                0.20784,                0.14796,                0.04137,                  2.665,                 1.6668,                 1.0643,             0.00079625,             0.00079625,             0.00079625
                    112,                 2.2711,                 1.3846,                 1.0388,                0.14998,                0.20478,                0.15716,                0.04747,                 2.6248,                 1.5637,                 1.0459,             0.00079213,             0.00079213,             0.00079213
                    113,                 2.2702,                 1.4147,                 1.0473,                0.04739,                0.03172,                0.02846,                0.00888,                 3.0834,                 4.7069,                 1.1594,               0.000788,               0.000788,               0.000788
                    114,                 2.2248,                 1.3942,                 1.0316,                0.64523,                0.12262,                0.09757,                0.02975,                 2.7937,                  2.063,                  1.088,             0.00078387,             0.00078387,             0.00078387
                    115,                  2.225,                 1.3928,                 1.0417,                0.40879,                0.19898,                   0.14,                 0.0421,                  2.653,                 1.6228,                  1.066,             0.00077975,             0.00077975,             0.00077975
                    116,                 2.2462,                 1.3858,                 1.0271,                0.15322,                0.34216,                0.18526,                 0.0564,                  2.619,                 1.6417,                 1.0514,             0.00077563,             0.00077563,             0.00077563
                    117,                 2.2584,                  1.405,                   1.04,                0.43506,                 0.1784,                0.16648,                0.04716,                 2.6013,                 1.5443,                 1.0333,              0.0007715,              0.0007715,              0.0007715
                    118,                 2.2506,                 1.4094,                 1.0385,                 0.1632,                0.29882,                0.17823,                0.05083,                 2.6572,                 1.5529,                 1.0367,             0.00076738,             0.00076738,             0.00076738
                    119,                 2.2322,                 1.3836,                 1.0408,                0.17423,                0.19373,                0.17546,                0.05281,                 2.6316,                 1.5895,                 1.0478,             0.00076325,             0.00076325,             0.00076325
                    120,                 2.2405,                 1.3609,                 1.0293,                0.16807,                0.16719,                0.15782,                0.04973,                  2.623,                 1.5674,                  1.046,             0.00075912,             0.00075912,             0.00075912
                    121,                 2.2407,                 1.3841,                 1.0475,                0.13525,                0.21929,                0.15488,                 0.0474,                 2.6093,                 1.5984,                 1.0466,               0.000755,               0.000755,               0.000755
                    122,                  2.216,                 1.4001,                 1.0367,                0.18231,                 0.1567,                0.15634,                 0.0491,                 2.6614,                 1.7287,                 1.0656,             0.00075088,             0.00075088,             0.00075088
                    123,                 2.2337,                 1.3776,                  1.035,                0.13103,                0.18127,                0.12608,                0.03814,                 2.7363,                 1.6629,                 1.0723,             0.00074675,             0.00074675,             0.00074675
                    124,                 2.2386,                 1.3934,                 1.0335,                0.00134,                0.00053,                 0.0007,                  7e-05,                 4.3382,                  5.546,                 1.7768,             0.00074263,             0.00074263,             0.00074263
                    125,                 2.2036,                 1.3471,                 1.0398,                0.10625,                0.16032,                  0.114,                0.03179,                 2.6711,                 1.7159,                 1.0569,              0.0007385,              0.0007385,              0.0007385
                    126,                 2.2131,                 1.4063,                 1.0281,                0.17891,                0.25296,                0.16158,                0.05162,                 2.5916,                 1.5653,                 1.0395,             0.00073437,             0.00073437,             0.00073437
                    127,                 2.2226,                 1.3575,                 1.0305,                0.05132,                0.51131,                0.07612,                0.02638,                 2.7344,                 2.6653,                 1.1208,             0.00073025,             0.00073025,             0.00073025
                    128,                 2.2114,                 1.3531,                 1.0341,                0.14329,                0.19539,                0.13904,                 0.0424,                 2.6923,                  1.632,                 1.0693,             0.00072612,             0.00072612,             0.00072612
                    129,                 2.2321,                 1.3682,                 1.0457,                0.14098,                0.18581,                0.15863,                0.04422,                 2.6153,                 1.6793,                  1.046,               0.000722,               0.000722,               0.000722
                    130,                 2.2464,                 1.3792,                 1.0376,                0.55435,                0.25827,                0.20637,                0.06381,                 2.6087,                 1.5081,                 1.0475,             0.00071788,             0.00071788,             0.00071788
                    131,                  2.212,                 1.3636,                 1.0222,                 0.1877,                0.26839,                 0.1866,                0.05651,                 2.6143,                 1.5617,                 1.0483,             0.00071375,             0.00071375,             0.00071375
                    132,                 2.1886,                 1.3196,                 1.0264,                0.04454,                0.02927,                0.02419,                0.00612,                 3.3207,                 5.4329,                 1.2595,             0.00070962,             0.00070962,             0.00070962
                    133,                 2.2136,                 1.3479,                 1.0338,                0.04337,                0.18376,                0.03967,                0.01241,                 3.0288,                 3.7164,                  1.172,              0.0007055,              0.0007055,              0.0007055
                    134,                 2.1929,                 1.2973,                 1.0222,                0.06043,                0.17839,                0.05958,                0.01955,                 2.9211,                 3.7208,                 1.1349,             0.00070137,             0.00070137,             0.00070137
                    135,                 2.2021,                 1.3271,                 1.0331,                0.06585,                 0.1206,                0.04401,                0.01657,                 2.9047,                 4.1541,                 1.1622,             0.00069725,             0.00069725,             0.00069725
                    136,                 2.2186,                 1.3526,                 1.0427,                0.04247,                0.06433,                0.03148,                0.00925,                 3.0603,                 4.1776,                 1.1781,             0.00069313,             0.00069313,             0.00069313
                    137,                 2.1857,                 1.3273,                  1.034,                0.26612,                0.27123,                0.20184,                 0.0564,                 2.6177,                 1.5455,                 1.0459,               0.000689,               0.000689,               0.000689
                    138,                 2.2268,                 1.3335,                  1.031,                0.06237,                0.25897,                0.07787,                0.02544,                 2.7409,                 2.6825,                 1.1062,             0.00068488,             0.00068488,             0.00068488
                    139,                 2.2179,                 1.3185,                 1.0227,                0.11633,                0.21262,                0.14704,                0.04337,                 2.5861,                 1.6879,                 1.0431,             0.00068075,             0.00068075,             0.00068075
                    140,                  2.226,                 1.3392,                 1.0277,                0.47668,                 0.2038,                0.14152,                0.04196,                 2.6111,                 1.6815,                 1.0441,             0.00067663,             0.00067663,             0.00067663
                    141,                 2.2333,                 1.3602,                 1.0213,                0.23402,                0.30534,                0.19161,                0.05679,                 2.5748,                 1.5336,                 1.0414,              0.0006725,              0.0006725,              0.0006725
                    142,                 2.1936,                 1.3165,                 1.0256,                0.27257,                0.29693,                0.22696,                0.07257,                 2.5204,                 1.5088,                 1.0308,             0.00066838,             0.00066838,             0.00066838
                    143,                  2.185,                 1.3015,                 1.0164,                0.19638,                0.26532,                0.19201,                0.05907,                  2.606,                 1.5047,                  1.042,             0.00066425,             0.00066425,             0.00066425
                    144,                 2.2205,                 1.3284,                  1.029,                0.16807,                 0.2243,                0.15526,                0.04326,                  2.662,                  1.636,                  1.059,             0.00066013,             0.00066013,             0.00066013
                    145,                  2.197,                 1.3114,                  1.026,                 0.1769,                0.18508,                0.14786,                0.04285,                 2.7148,                 1.6975,                 1.0639,               0.000656,               0.000656,               0.000656
                    146,                 2.1834,                  1.306,                 1.0226,                0.49261,                0.30453,                0.22085,                0.07653,                  2.564,                 1.4836,                 1.0311,             0.00065188,             0.00065188,             0.00065188
                    147,                 2.1769,                 1.3003,                 1.0272,                0.17503,                0.27077,                0.18513,                0.05707,                 2.5787,                  1.575,                 1.0295,             0.00064775,             0.00064775,             0.00064775
