                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7758,                 22.514,                 1.6213,                      0,                      0,                      0,                      0,                 4.6866,                 4469.3,                 2.5328,             0.00041433,             0.00041433,             0.00041433
                      2,                 4.3748,                 6.3482,                 2.0964,                0.53583,                0.03364,                0.01177,                0.00294,                 3.7867,                 2.5493,                 1.5684,             0.00082441,             0.00082441,             0.00082441
                      3,                 3.6492,                  3.201,                 1.4973,                 0.0051,                0.05169,                0.00809,                0.00183,                  3.892,                 2.7135,                 1.4696,              0.0012279,              0.0012279,              0.0012279
                      4,                 3.3611,                 2.8388,                 1.3598,                 0.3163,                0.04017,                0.02486,                0.00744,                 3.2355,                 2.3221,                 1.2834,              0.0012203,              0.0012203,              0.0012203
                      5,                 3.1058,                 2.6845,                 1.2764,                0.35456,                0.05455,                0.05036,                 0.0141,                 3.0269,                 2.2824,                 1.2341,              0.0012104,              0.0012104,              0.0012104
                      6,                 3.0551,                 2.5194,                 1.2381,                0.31906,                0.07172,                0.04718,                0.01406,                 3.0107,                 2.1942,                  1.223,              0.0012005,              0.0012005,              0.0012005
                      7,                 2.9302,                 2.4355,                 1.2122,                0.40232,                0.10266,                0.08232,                0.02482,                 2.8427,                 2.0318,                 1.1578,              0.0011906,              0.0011906,              0.0011906
                      8,                 2.8462,                 2.3557,                 1.1907,                0.36208,                0.12949,                 0.0788,                0.02434,                 2.8201,                 1.9865,                 1.1666,              0.0011807,              0.0011807,              0.0011807
                      9,                 2.8109,                  2.314,                 1.1788,                0.60743,                0.09597,                0.07603,                0.02386,                 2.8302,                 1.9923,                 1.1585,              0.0011708,              0.0011708,              0.0011708
                     10,                 2.8052,                 2.2609,                 1.1663,                0.40327,                0.09834,                0.09519,                 0.0286,                 2.8589,                 1.9419,                 1.1747,              0.0011609,              0.0011609,              0.0011609
                     11,                 2.7889,                 2.2567,                 1.1757,                0.01676,                0.08254,                0.01345,                0.00417,                 3.9156,                 3.6441,                 1.5518,               0.001151,               0.001151,               0.001151
                     12,                 2.7203,                 2.2101,                 1.1581,                0.38525,                0.14489,                0.09385,                 0.0287,                 2.8216,                 1.9846,                 1.1539,              0.0011411,              0.0011411,              0.0011411
                     13,                  2.702,                 2.1342,                 1.1442,                0.84944,                0.08262,                0.09848,                0.03223,                 2.6858,                 1.9183,                 1.1129,              0.0011312,              0.0011312,              0.0011312
                     14,                 2.6643,                 2.1034,                 1.1263,                0.41168,                0.12221,                 0.1197,                0.03633,                 2.6875,                  1.897,                 1.1047,              0.0011213,              0.0011213,              0.0011213
                     15,                 2.6159,                 2.0547,                 1.1244,                0.46411,                0.16984,                0.14035,                0.04621,                 2.6484,                 1.8098,                 1.1058,              0.0011114,              0.0011114,              0.0011114
                     16,                 2.6126,                 2.0575,                  1.125,                0.45984,                0.16962,                0.15228,                0.04944,                 2.6285,                 1.8121,                 1.0943,              0.0011015,              0.0011015,              0.0011015
                     17,                 2.6304,                  2.037,                 1.1154,                  0.443,                0.14286,                0.12706,                0.03774,                 2.6909,                 1.8766,                 1.1105,              0.0010916,              0.0010916,              0.0010916
                     18,                 2.6054,                 1.9812,                 1.1191,                 0.3692,                0.16443,                0.13094,                0.04245,                 2.6329,                  1.815,                 1.0993,              0.0010817,              0.0010817,              0.0010817
                     19,                 2.6029,                 1.9889,                  1.129,                0.45988,                0.18454,                0.15551,                0.05127,                 2.5541,                 1.7606,                 1.0772,              0.0010718,              0.0010718,              0.0010718
