                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.3606,                 102.26,                 3.3014,                      0,                      0,                      0,                      0,                 3.4633,                 23.366,                 2.0953,              0.0002375,              0.0002375,              0.0002375
                      2,                 6.0983,                 64.993,                 3.5445,                      0,                      0,                      0,                      0,                 3.4623,                  25.05,                 2.1197,             0.00048612,             0.00048612,             0.00048612
                      3,                 5.1112,                 15.164,                 2.9625,                      0,                      0,                      0,                      0,                 3.4606,                 7.5063,                 2.1764,             0.00073333,             0.00073333,             0.00073333
                      4,                 4.3151,                 6.3914,                 2.2853,                      0,                      0,                      0,                      0,                 3.4597,                 25.324,                   2.18,             0.00097912,             0.00097912,             0.00097912
                      5,                 4.0766,                 4.4718,                 1.8234,                      0,                      0,                      0,                      0,                 3.4779,                 28.611,                 2.3971,              0.0012235,              0.0012235,              0.0012235
                      6,                 3.7842,                 3.7877,                 1.5582,                0.00205,                0.03371,                 0.0015,                0.00036,                 3.3068,                 3.8105,                 1.7418,              0.0012323,              0.0012323,              0.0012323
                      7,                 3.6248,                 3.4625,                 1.5001,                0.79186,                0.00996,                 0.0073,                0.00164,                 3.6153,                  3.327,                 1.5298,              0.0012288,              0.0012288,              0.0012288
                      8,                 3.4821,                  3.189,                 1.4117,                 0.2985,                0.05909,                0.02517,                0.00757,                 2.8867,                 2.5736,                 1.3125,              0.0012252,              0.0012252,              0.0012252
                      9,                 3.4018,                 3.1307,                 1.3455,                0.03497,                0.03302,                0.02069,                 0.0057,                 3.0679,                 2.3174,                 1.2961,              0.0012217,              0.0012217,              0.0012217
                     10,                 3.2814,                 2.9753,                 1.3191,                0.33257,                0.12993,                0.06619,                0.01523,                 2.7709,                 2.2727,                 1.2672,              0.0012182,              0.0012182,              0.0012182
                     11,                 3.1679,                 2.8236,                  1.295,                 0.3645,                 0.0825,                0.04499,                0.01332,                 2.6638,                 2.0567,                 1.2021,              0.0012146,              0.0012146,              0.0012146
                     12,                 3.1803,                 2.8528,                 1.2314,                 0.3645,                 0.0825,                0.04499,                0.01332,                0.78199,                 98.586,                 1.8653,              0.0012111,              0.0012111,              0.0012111
                     13,                 3.0589,                 2.6629,                 1.2113,                0.29518,                0.03407,                0.03304,                0.00929,                 3.0314,                 2.6819,                 1.3113,              0.0012076,              0.0012076,              0.0012076
                     14,                 3.0254,                 2.7213,                 1.2141,                0.34939,                0.17098,                0.05855,                0.01779,                 2.7476,                 1.9502,                  1.212,               0.001204,               0.001204,               0.001204
                     15,                 2.9713,                 2.7508,                 1.2074,                0.34693,                0.07711,                0.05325,                0.01582,                 2.7494,                 1.9595,                 1.1901,              0.0012005,              0.0012005,              0.0012005
                     16,                 2.9085,                 2.6052,                 1.1717,                 0.3587,                0.12883,                0.07961,                0.02431,                 2.6909,                 1.9011,                 1.1715,               0.001197,               0.001197,               0.001197
