                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.5934,                 78.423,                 3.5098,                      0,                      0,                      0,                      0,                 3.5263,                 26.841,                  2.137,               0.000275,               0.000275,               0.000275
                      2,                 5.4047,                  49.87,                 3.2241,                      0,                      0,                      0,                      0,                 3.5028,                 7.6789,                 2.1767,              0.0005617,              0.0005617,              0.0005617
                      3,                 5.1471,                 13.971,                 2.7843,                      0,                      0,                      0,                      0,                 3.4901,                 20.354,                 2.1944,              0.0008476,              0.0008476,              0.0008476
                      4,                 4.4115,                 6.3445,                 2.2493,                      0,                      0,                      0,                      0,                 3.4977,                 30.208,                 2.1317,              0.0011327,              0.0011327,              0.0011327
                      5,                 4.1006,                 4.5732,                 1.7871,                0.00037,                0.01516,                0.00086,                0.00017,                 5.0032,                 7.7736,                 2.2239,              0.0012429,              0.0012429,              0.0012429
                      6,                 3.7203,                 3.6543,                 1.5767,                0.27686,                0.02264,                0.01368,                0.00325,                 3.3304,                 3.0732,                 1.4654,              0.0012412,              0.0012412,              0.0012412
                      7,                 3.6761,                 3.2944,                 1.4376,                0.04812,                 0.0595,                 0.0207,                0.00556,                 3.2458,                 2.6668,                 1.4146,              0.0012394,              0.0012394,              0.0012394
                      8,                 3.4653,                 3.1404,                 1.3977,                0.04812,                 0.0595,                 0.0207,                0.00556,                  6.709,                 4.2037,                 2.9617,              0.0012376,              0.0012376,              0.0012376
                      9,                 3.2887,                 3.0515,                 1.3029,                0.31522,                0.04413,                0.03407,                0.01139,                 2.9676,                 2.3266,                 1.2563,              0.0012359,              0.0012359,              0.0012359
                     10,                 3.1617,                 2.8412,                  1.291,                0.40102,                0.08103,                 0.0664,                0.02114,                 2.8293,                 2.1878,                 1.2516,              0.0012341,              0.0012341,              0.0012341
                     11,                 3.0717,                 2.7793,                 1.2472,                0.34934,                 0.1138,                0.06302,                0.02302,                 2.8819,                 2.5945,                 1.2381,              0.0012323,              0.0012323,              0.0012323
                     12,                 3.1089,                 2.8121,                 1.2146,                0.36068,                0.10843,                0.06987,                 0.0262,                 2.7352,                 2.0922,                 1.2027,              0.0012306,              0.0012306,              0.0012306
                     13,                 2.9953,                 2.6964,                 1.2146,                0.36068,                0.10843,                0.06987,                 0.0262,                 6.6989,                 11.447,                 2.8721,              0.0012288,              0.0012288,              0.0012288
                     14,                 3.0022,                 2.6992,                 1.2204,                0.34617,                0.16163,                  0.075,                0.02751,                 2.6105,                 2.0361,                 1.1752,               0.001227,               0.001227,               0.001227
                     15,                 2.9701,                 2.6444,                 1.1872,                0.34617,                0.16163,                  0.075,                0.02751,                 6.6793,                 6.9316,                 2.9287,              0.0012252,              0.0012252,              0.0012252
                     16,                 2.8711,                 2.5989,                 1.1937,                0.36652,                0.11342,                0.09064,                0.03404,                 2.5865,                 1.9874,                 1.1533,              0.0012235,              0.0012235,              0.0012235
                     17,                 2.8877,                 2.5067,                 1.1835,                0.36321,                0.16113,                  0.106,                0.03597,                 2.6467,                  1.948,                 1.1538,              0.0012217,              0.0012217,              0.0012217
                     18,                 2.8904,                 2.5501,                 1.1799,                0.36321,                0.16113,                  0.106,                0.03597,                 6.5796,                 221.68,                 2.8397,              0.0012199,              0.0012199,              0.0012199
                     19,                 2.8331,                 2.5805,                 1.1471,                0.49084,                0.06995,                0.06812,                0.01477,                 3.1864,                 2.4736,                 1.2225,              0.0012182,              0.0012182,              0.0012182
