                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7378,                 28.051,                 1.0404,                      0,                      0,                      0,                      0,                 2.7746,                 18.867,                 1.7545,             0.00041171,             0.00041171,             0.00041171
                      2,                 3.5165,                 20.814,                  1.981,                      0,                      0,                      0,                      0,                 4.9788,                 13.963,                 2.3968,             0.00082427,             0.00082427,             0.00082427
                      3,                  4.734,                 11.062,                 2.4198,                      0,                      0,                      0,                      0,                 4.8862,                 5.7429,                 2.3188,              0.0012327,              0.0012327,              0.0012327
                      4,                 4.3092,                 6.0293,                 2.0555,                      0,                      0,                      0,                      0,                 4.4542,                 109.05,                 2.0325,              0.0012314,              0.0012314,              0.0012314
                      5,                  4.062,                 4.2757,                 1.6832,                0.25504,                0.00786,                0.00205,                0.00053,                 4.2583,                 2.9651,                 1.5611,              0.0012252,              0.0012252,              0.0012252
                      6,                 3.8517,                 3.7347,                 1.4865,                0.00302,                0.02879,                0.00201,                0.00051,                 4.3106,                 3.4833,                  1.614,              0.0012191,              0.0012191,              0.0012191
                      7,                 3.6282,                 3.5163,                 1.4486,                0.52016,                0.01677,                0.00793,                0.00239,                  3.613,                 2.7283,                 1.4192,              0.0012129,              0.0012129,              0.0012129
                      8,                 3.4543,                 3.2485,                 1.3615,                0.27425,                0.03616,                0.02106,                0.00622,                 3.3177,                 2.5762,                 1.3281,              0.0012067,              0.0012067,              0.0012067
                      9,                 3.4033,                 3.2105,                 1.3523,                0.27516,                0.09838,                0.02305,                0.00698,                  3.202,                  2.735,                 1.2925,              0.0012005,              0.0012005,              0.0012005
                     10,                 3.2668,                 3.0113,                 1.3096,                0.33879,                0.10206,                0.04043,                0.01276,                 2.9821,                 2.3797,                 1.2423,              0.0011943,              0.0011943,              0.0011943
                     11,                 3.2318,                 2.9896,                   1.26,                0.35547,                0.09263,                0.05154,                0.01435,                 3.0286,                 2.3117,                 1.2431,              0.0011881,              0.0011881,              0.0011881
                     12,                 3.1319,                 2.9057,                 1.2432,                0.35287,                0.14364,                0.06392,                0.01783,                 2.9802,                 2.3316,                 1.2459,              0.0011819,              0.0011819,              0.0011819
                     13,                 3.1474,                 2.7634,                 1.2542,                0.39843,                0.14913,                0.08523,                0.03133,                 2.8758,                 2.2892,                 1.2188,              0.0011757,              0.0011757,              0.0011757
                     14,                 3.0076,                 2.7471,                 1.2329,                0.37779,                0.10918,                0.07583,                0.02811,                  2.844,                 2.2486,                 1.2026,              0.0011696,              0.0011696,              0.0011696
                     15,                 3.0073,                 2.7589,                 1.2149,                0.38163,                0.12534,                 0.0791,                0.03225,                 2.8211,                 2.1609,                 1.2025,              0.0011634,              0.0011634,              0.0011634
