                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.811,                0.91449,                0.93766,                0.41526,                0.10846,                0.10875,                0.03072,                 2.9061,                 2.2089,                 1.1242,              0.0004065,              0.0004065,              0.0004065
                      2,                 1.8351,                0.91906,                0.95682,                 0.4237,                0.15815,                0.14569,                0.04291,                 2.8522,                 2.0131,                  1.103,             0.00081502,             0.00081502,             0.00081502
                      3,                 1.8692,                0.96252,                0.94634,                 0.5162,                0.23572,                0.29107,                0.08696,                 2.5654,                 1.5671,                 1.0457,              0.0012153,              0.0012153,              0.0012153
                      4,                 1.8986,                0.98877,                0.94626,                0.07767,                 0.0361,                0.04904,                0.01529,                 3.3517,                 4.6314,                 1.2777,              0.0012129,              0.0012129,              0.0012129
                      5,                 1.8882,                 0.9696,                0.96449,                0.04011,                0.08294,                0.04537,                0.01274,                 3.2475,                 3.7931,                 1.1707,              0.0012005,              0.0012005,              0.0012005
                      6,                 1.8905,                0.98943,                0.96344,                0.52514,                0.26929,                0.21404,                0.07129,                 2.7712,                 1.6026,                 1.0938,              0.0011881,              0.0011881,              0.0011881
                      7,                 1.9082,                 0.9938,                0.95995,                0.64356,                0.26507,                0.25845,                0.06513,                 2.7239,                 1.6356,                 1.0805,              0.0011757,              0.0011757,              0.0011757
                      8,                 1.9021,                 1.0074,                0.95683,                0.63687,                0.33425,                 0.3228,                0.10066,                 2.5448,                 1.4747,                 1.0491,              0.0011634,              0.0011634,              0.0011634
                      9,                 1.8946,                0.97621,                0.96623,                0.54134,                0.22473,                0.24012,                0.08048,                 2.6105,                 1.5708,                 1.0766,               0.001151,               0.001151,               0.001151
                     10,                 1.8898,                0.97949,                0.95586,                0.08036,                0.13673,                0.07595,                0.02311,                 3.0097,                 3.8644,                 1.1255,              0.0011386,              0.0011386,              0.0011386
                     11,                 1.8941,                0.98232,                0.96815,                0.65191,                0.28518,                0.29089,                 0.0925,                 2.5989,                 1.5427,                 1.0475,              0.0011263,              0.0011263,              0.0011263
                     12,                 1.9171,                 1.0051,                0.96625,                0.60404,                0.29771,                0.29356,                0.09202,                 2.5721,                 1.4992,                 1.0301,              0.0011139,              0.0011139,              0.0011139
                     13,                 1.9157,                 1.0021,                0.96197,                0.64881,                0.23737,                0.22684,                0.07567,                 2.6978,                 1.6067,                 1.0786,              0.0011015,              0.0011015,              0.0011015
                     14,                 1.8797,                0.99181,                0.95734,                0.03787,                0.09674,                0.03737,                0.01131,                 3.2547,                 4.0864,                 1.1898,              0.0010891,              0.0010891,              0.0010891
                     15,                 1.8799,                 0.9713,                0.95558,                0.49467,                0.22348,                0.13975,                0.03996,                 2.8615,                 1.7219,                 1.1037,              0.0010768,              0.0010768,              0.0010768
                     16,                 1.9103,                0.99106,                0.95685,                0.48249,                0.35887,                0.27328,                0.09797,                 2.6302,                  1.535,                 1.0611,              0.0010644,              0.0010644,              0.0010644
                     17,                 1.8804,                0.97318,                 0.9552,                0.29226,                0.42786,                 0.3382,                0.14114,                 2.5607,                 1.5099,                 1.0366,               0.001052,               0.001052,               0.001052
                     18,                 1.9081,                0.98778,                 0.9528,                0.55455,                0.28429,                0.28186,                0.09133,                 2.5774,                 1.6035,                 1.0434,              0.0010396,              0.0010396,              0.0010396
                     19,                  1.929,                 1.0054,                0.97257,                0.66948,                0.33961,                 0.3341,                0.11019,                  2.537,                 1.5431,                 1.0381,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.9144,                 1.0053,                0.95763,                0.63984,                0.35835,                0.34939,                0.10188,                 2.5161,                 1.4753,                 1.0418,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.8492,                0.94811,                0.95415,                0.14795,                0.14268,                0.11344,                 0.0327,                  2.817,                 1.9986,                 1.1245,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.8867,                0.96576,                 0.9668,                0.68311,                0.30046,                 0.3331,                0.11708,                 2.4933,                 1.4561,                 1.0321,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.8927,                0.97156,                0.96622,                0.34649,                0.30509,                0.27128,                0.08416,                 2.6065,                  1.503,                 1.0413,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.8678,                0.95857,                0.95661,                0.54278,                0.17411,                0.21266,                0.06305,                 2.7341,                 1.9846,                 1.0874,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.8593,                0.95983,                0.95638,                0.65581,                 0.4031,                0.37772,                0.12298,                 2.5487,                 1.5046,                 1.0298,               0.000953,               0.000953,               0.000953
                     26,                 1.8733,                 0.9458,                 0.9595,                0.60327,                0.32612,                 0.3023,                0.10571,                 2.5289,                 1.4328,                 1.0362,             0.00094062,             0.00094062,             0.00094062
                     27,                 1.8551,                0.94572,                0.95327,                0.56663,                0.19194,                0.18535,                0.05592,                  2.731,                  1.578,                 1.0962,             0.00092825,             0.00092825,             0.00092825
                     28,                 1.8996,                0.98395,                0.95686,                0.44065,                0.33156,                0.33856,                0.11408,                 2.5677,                 1.4281,                 1.0507,             0.00091588,             0.00091588,             0.00091588
                     29,                 1.8509,                 0.9516,                0.95426,                0.56836,                0.15504,                0.17887,                0.05627,                 2.7521,                 1.8722,                 1.0987,              0.0009035,              0.0009035,              0.0009035
                     30,                 1.8745,                0.96749,                0.94807,                0.67568,                0.32648,                0.33228,                0.12318,                 2.5983,                  1.506,                 1.0514,             0.00089112,             0.00089112,             0.00089112
                     31,                 1.8086,                0.93156,                0.94479,                0.59072,                0.27986,                  0.278,                0.08514,                 2.6115,                 1.4935,                 1.0504,             0.00087875,             0.00087875,             0.00087875
                     32,                 1.8402,                0.93629,                0.95111,                0.68845,                0.33917,                0.32734,                0.09662,                  2.544,                 1.4329,                 1.0394,             0.00086637,             0.00086637,             0.00086637
                     33,                 1.8617,                0.94965,                0.95442,                0.74826,                0.35484,                 0.3794,                0.11307,                 2.5209,                 1.4477,                 1.0386,               0.000854,               0.000854,               0.000854
                     34,                  1.837,                0.94275,                 0.9537,                0.33542,                0.39938,                0.35704,                0.10944,                 2.4987,                 1.5073,                 1.0374,             0.00084162,             0.00084162,             0.00084162
                     35,                 1.8595,                 0.9405,                0.95281,                0.60582,                0.23125,                0.25161,                0.08218,                 2.5281,                 1.5611,                 1.0381,             0.00082925,             0.00082925,             0.00082925
                     36,                 1.8439,                0.95294,                0.94648,                0.46891,                0.13137,                0.09576,                0.02751,                 2.9787,                 2.6528,                 1.1628,             0.00081688,             0.00081688,             0.00081688
                     37,                 1.8488,                0.94823,                0.95452,                0.57066,                0.28756,                0.25682,                 0.0789,                 2.6294,                 1.5111,                 1.0619,              0.0008045,              0.0008045,              0.0008045
                     38,                 1.8437,                0.95238,                0.94761,                0.07082,                0.13368,                0.08283,                0.02421,                 3.0444,                 3.3192,                 1.1815,             0.00079213,             0.00079213,             0.00079213
                     39,                 1.8069,                 0.9288,                0.95506,                0.52667,                 0.2742,                 0.1943,                0.05617,                 2.7677,                 1.7413,                 1.0902,             0.00077975,             0.00077975,             0.00077975
                     40,                  1.841,                0.94447,                0.95947,                0.69423,                0.31567,                0.34846,                0.11381,                 2.5642,                  1.502,                 1.0407,             0.00076738,             0.00076738,             0.00076738
                     41,                 1.8299,                 0.9299,                0.95179,                0.35672,                 0.3403,                0.26995,                0.08473,                 2.6149,                 1.6077,                 1.0472,               0.000755,               0.000755,               0.000755
                     42,                 1.8035,                0.91259,                0.94402,                0.59955,                0.37242,                0.32951,                0.09448,                 2.5998,                 1.5159,                 1.0461,             0.00074263,             0.00074263,             0.00074263
                     43,                 1.8129,                0.92654,                0.94916,                 0.6957,                0.36206,                0.33292,                0.09846,                 2.6409,                 1.5813,                 1.0591,             0.00073025,             0.00073025,             0.00073025
                     44,                 1.8113,                0.92671,                0.94601,                0.66752,                0.39167,                0.35751,                0.10647,                 2.6168,                 1.4394,                 1.0498,             0.00071788,             0.00071788,             0.00071788
                     45,                 1.7976,                0.91601,                0.94583,                0.66863,                0.35531,                0.35937,                0.14293,                 2.4832,                 1.4545,                 1.0397,              0.0007055,              0.0007055,              0.0007055
                     46,                 1.7927,                0.92086,                 0.9477,                0.59326,                0.27689,                0.29587,                0.09716,                 2.6001,                 1.4343,                   1.05,             0.00069313,             0.00069313,             0.00069313
                     47,                 1.8309,                0.93365,                0.94032,                0.06331,                0.02313,                0.03551,                0.01067,                 3.2977,                 5.5097,                 1.2554,             0.00068075,             0.00068075,             0.00068075
                     48,                 1.7792,                0.90629,                0.94178,                0.54793,                0.20596,                0.17219,                0.05695,                 2.6938,                 1.9482,                 1.0828,             0.00066838,             0.00066838,             0.00066838
                     49,                 1.7749,                0.89455,                0.94001,                0.51499,                0.20132,                0.20151,                0.07282,                 2.6492,                 1.5653,                 1.0631,               0.000656,               0.000656,               0.000656
                     50,                 1.8391,                0.93975,                0.95196,                0.66469,                0.35917,                   0.34,                0.12508,                 2.5292,                 1.4686,                 1.0396,             0.00064362,             0.00064362,             0.00064362
                     51,                 1.8142,                 0.9148,                0.94254,                0.23614,                0.23884,                0.16064,                 0.0584,                 2.7291,                 1.7717,                 1.1151,             0.00063125,             0.00063125,             0.00063125
                     52,                 1.8049,                0.90379,                0.95019,                0.74415,                0.31289,                0.33325,                0.10219,                 2.6092,                 1.5124,                 1.0656,             0.00061887,             0.00061887,             0.00061887
                     53,                 1.7773,                0.89856,                0.94765,                0.54032,                0.23768,                0.20015,                0.05205,                 2.7254,                  1.938,                  1.077,              0.0006065,              0.0006065,              0.0006065
                     54,                 1.7919,                0.89872,                0.94039,                0.67064,                0.37357,                0.35292,                0.10932,                 2.5974,                  1.413,                 1.0425,             0.00059413,             0.00059413,             0.00059413
                     55,                 1.7693,                0.89997,                0.93719,                0.52255,                0.22342,                0.21295,                0.06906,                  2.638,                 1.7724,                 1.0697,             0.00058175,             0.00058175,             0.00058175
                     56,                 1.7721,                0.88332,                0.93934,                0.56779,                0.32427,                0.31561,                0.09221,                 2.6037,                 1.5008,                 1.0499,             0.00056938,             0.00056938,             0.00056938
                     57,                  1.773,                0.89442,                0.94489,                0.69806,                0.32086,                0.36147,                0.13953,                 2.5634,                 1.5041,                 1.0407,               0.000557,               0.000557,               0.000557
                     58,                  1.784,                0.89633,                0.93987,                0.65147,                0.35383,                0.31413,                0.10896,                 2.5622,                 1.4336,                 1.0355,             0.00054463,             0.00054463,             0.00054463
                     59,                  1.806,                0.90913,                0.94802,                0.09306,                0.12801,                0.09409,                0.02948,                 2.9205,                 3.3565,                 1.1373,             0.00053225,             0.00053225,             0.00053225
                     60,                 1.7751,                0.89619,                0.94181,                0.57319,                0.25936,                0.28175,                0.10625,                 2.5757,                 1.5243,                 1.0485,             0.00051988,             0.00051988,             0.00051988
                     61,                 1.7805,                0.89004,                0.93731,                0.58897,                0.21035,                0.21221,                0.07952,                 2.6015,                  1.567,                 1.0644,              0.0005075,              0.0005075,              0.0005075
                     62,                 1.7621,                0.88404,                0.93221,                0.69008,                0.21217,                0.23735,                0.07679,                 2.6704,                 1.6213,                 1.0797,             0.00049513,             0.00049513,             0.00049513
                     63,                 1.7687,                0.86566,                0.93206,                0.44248,                0.42053,                0.39253,                0.15233,                 2.4856,                 1.4129,                 1.0323,             0.00048275,             0.00048275,             0.00048275
                     64,                 1.7563,                0.87958,                0.93731,                 0.5381,                0.23975,                0.20479,                0.06375,                 2.6861,                 1.7011,                  1.065,             0.00047038,             0.00047038,             0.00047038
                     65,                 1.7706,                0.88791,                0.94149,                 0.3631,                0.40806,                 0.3764,                0.14989,                 2.5289,                 1.4541,                  1.033,               0.000458,               0.000458,               0.000458
                     66,                 1.7262,                0.86166,                0.93155,                0.68492,                0.39474,                0.37827,                0.13595,                 2.5472,                 1.4367,                 1.0419,             0.00044563,             0.00044563,             0.00044563
                     67,                 1.7247,                0.87108,                0.93955,                0.50948,                0.34275,                0.38524,                0.15937,                 2.5129,                   1.44,                 1.0338,             0.00043325,             0.00043325,             0.00043325
                     68,                  1.759,                0.88424,                  0.937,                0.72104,                0.31449,                0.36949,                0.12693,                 2.6125,                 1.4638,                 1.0462,             0.00042087,             0.00042087,             0.00042087
                     69,                 1.8001,                0.90316,                0.92657,                0.67689,                0.36115,                0.33995,                0.13705,                 2.4845,                 1.4958,                 1.0354,              0.0004085,              0.0004085,              0.0004085
                     70,                 1.7693,                0.88924,                0.92983,                0.69693,                0.33732,                 0.3806,                0.13748,                 2.4652,                 1.4266,                 1.0251,             0.00039613,             0.00039613,             0.00039613
                     71,                 1.7636,                0.88178,                0.93316,                0.72103,                0.30909,                0.33543,                0.11894,                 2.5508,                 1.4663,                 1.0343,             0.00038375,             0.00038375,             0.00038375
                     72,                 1.7206,                 0.8629,                0.93372,                0.68318,                0.40099,                0.37632,                0.13354,                  2.511,                 1.4667,                 1.0331,             0.00037138,             0.00037138,             0.00037138
                     73,                 1.7312,                0.86215,                0.93428,                0.58057,                0.34146,                0.28806,                0.08887,                 2.5931,                 1.4984,                 1.0521,               0.000359,               0.000359,               0.000359
                     74,                 1.7563,                0.88405,                0.93101,                0.56008,                0.24499,                0.21596,                 0.0741,                 2.5936,                 1.5779,                 1.0681,             0.00034663,             0.00034663,             0.00034663
                     75,                 1.6944,                0.84448,                0.92746,                0.64481,                0.37498,                0.32901,                0.12268,                 2.5512,                 1.4808,                 1.0482,             0.00033425,             0.00033425,             0.00033425
                     76,                 1.7186,                0.85845,                0.92577,                0.70634,                0.35656,                 0.3676,                0.13393,                  2.484,                 1.3886,                 1.0345,             0.00032188,             0.00032188,             0.00032188
